ID	trialnr	pic_nr	x_traj	y_traj	traj_timesteps
Nr2	1	9	504	567	  461.39
Nr2	1	9	504	562	  468.16
Nr2	1	9	504	554	  476.99
Nr2	1	9	504	544	  486.15
Nr2	1	9	505	532	  492.70
Nr2	1	9	506	519	  501.55
Nr2	1	9	508	507	  508.21
Nr2	1	9	510	497	  516.92
Nr2	1	9	515	487	  525.72
Nr2	1	9	520	477	  532.41
Nr2	1	9	526	465	  541.22
Nr2	1	9	535	449	  549.99
Nr2	1	9	543	434	  556.54
Nr2	1	9	549	418	  565.47
Nr2	1	9	555	403	  572.04
Nr2	1	9	559	392	  580.79
Nr2	1	9	562	380	  589.57
Nr2	1	9	564	369	  596.23
Nr2	1	9	565	359	  605.88
Nr2	1	9	565	349	  612.40
Nr2	1	9	565	344	  621.25
Nr2	1	9	564	333	  636.90
Nr2	1	9	562	331	  645.81
Nr2	1	9	561	330	  652.46
Nr2	1	9	558	329	  661.18
Nr2	1	9	556	328	  670.37
Nr2	1	9	554	328	  677.05
Nr2	1	9	551	328	  685.86
Nr2	1	9	549	329	  692.45
Nr2	1	9	545	329	  701.13
Nr2	1	9	543	332	  709.90
Nr2	1	9	541	333	  716.54
Nr2	1	9	538	335	  725.38
Nr2	1	9	536	336	  731.93
Nr2	1	9	535	339	  741.60
Nr2	1	9	534	340	  748.22
Nr2	1	9	532	342	  756.93
Nr2	1	9	532	345	  765.84
Nr2	1	9	531	348	  772.84
Nr2	1	9	529	351	  781.65
Nr2	1	9	529	353	  788.55
Nr2	1	9	528	356	  797.44
Nr2	1	9	528	359	  803.98
Nr2	1	9	528	360	  812.81
Nr2	1	9	528	362	  821.66
Nr2	1	9	527	363	  828.21
Nr2	1	9	526	363	  853.73
Nr2	1	9	526	364	  884.24
Nr2	1	9	525	364	  893.83
Nr2	1	9	523	364	  909.41
Nr2	1	9	522	364	  925.84
Nr2	1	9	520	364	  940.17
Nr2	1	9	518	363	  956.59
Nr2	1	9	517	363	  972.09
Nr2	1	9	516	363	 1053.64
Nr2	1	9	515	363	 1060.20
Nr2	1	9	514	363	 1076.21
Nr2	1	9	512	363	 1092.54
Nr2	1	9	510	363	 1132.01
Nr2	1	9	509	363	 1196.49
Nr2	1	9	508	363	 1244.79
Nr2	2	22	512	567	  340.97
Nr2	2	22	512	563	  349.66
Nr2	2	22	512	558	  358.39
Nr2	2	22	513	553	  365.03
Nr2	2	22	513	548	  373.81
Nr2	2	22	514	543	  380.43
Nr2	2	22	515	538	  389.18
Nr2	2	22	515	533	  397.91
Nr2	2	22	516	528	  404.93
Nr2	2	22	517	522	  413.77
Nr2	2	22	517	517	  422.31
Nr2	2	22	519	511	  428.84
Nr2	2	22	519	505	  438.47
Nr2	2	22	520	500	  445.09
Nr2	2	22	521	493	  453.92
Nr2	2	22	522	487	  460.57
Nr2	2	22	523	481	  469.74
Nr2	2	22	523	477	  476.38
Nr2	2	22	524	472	  485.22
Nr2	2	22	524	467	  494.07
Nr2	2	22	524	462	  500.58
Nr2	2	22	525	459	  509.25
Nr2	2	22	526	455	  518.11
Nr2	2	22	527	452	  524.67
Nr2	2	22	528	449	  533.54
Nr2	2	22	528	446	  542.26
Nr2	2	22	528	443	  548.88
Nr2	2	22	529	441	  557.63
Nr2	2	22	529	439	  566.46
Nr2	2	22	529	436	  572.99
Nr2	2	22	530	434	  581.84
Nr2	2	22	531	430	  588.93
Nr2	2	22	531	427	  597.84
Nr2	2	22	531	423	  604.57
Nr2	2	22	531	420	  613.40
Nr2	2	22	531	415	  622.22
Nr2	2	22	531	411	  629.13
Nr2	2	22	531	405	  638.04
Nr2	2	22	531	398	  644.67
Nr2	2	22	531	393	  653.32
Nr2	2	22	530	386	  662.03
Nr2	2	22	530	379	  668.51
Nr2	2	22	529	372	  677.27
Nr2	2	22	528	365	  686.88
Nr2	2	22	528	358	  693.45
Nr2	2	22	528	351	  702.29
Nr2	2	22	527	344	  708.69
Nr2	2	22	526	335	  717.63
Nr2	2	22	525	330	  726.49
