ID	trialnr	pic_nr	x_traj	y_traj	traj_timesteps
KurGi	1	43	512	569	  363.42
KurGi	1	43	512	566	  372.10
KurGi	1	43	512	563	  380.88
KurGi	1	43	512	559	  388.26
KurGi	1	43	512	556	  397.00
KurGi	1	43	512	552	  403.71
KurGi	1	43	511	547	  412.55
KurGi	1	43	511	543	  419.54
KurGi	1	43	511	539	  428.64
KurGi	1	43	511	534	  437.42
KurGi	1	43	511	530	  444.04
KurGi	1	43	511	527	  452.77
KurGi	1	43	511	523	  459.34
KurGi	1	43	511	519	  468.15
KurGi	1	43	511	516	  476.84
KurGi	1	43	511	512	  483.31
KurGi	1	43	511	509	  492.04
KurGi	1	43	511	505	  500.86
KurGi	1	43	511	498	  516.32
KurGi	1	43	510	494	  525.05
KurGi	1	43	509	490	  531.65
KurGi	1	43	509	487	  540.77
KurGi	1	43	508	482	  547.38
KurGi	1	43	507	479	  556.14
KurGi	1	43	507	475	  564.93
KurGi	1	43	507	471	  572.39
KurGi	1	43	505	467	  581.20
KurGi	1	43	505	464	  587.71
KurGi	1	43	504	461	  596.52
KurGi	1	43	504	457	  603.49
KurGi	1	43	503	454	  612.30
KurGi	1	43	503	449	  621.01
KurGi	1	43	502	446	  627.56
KurGi	1	43	502	443	  636.61
KurGi	1	43	502	439	  645.44
KurGi	1	43	502	436	  652.05
KurGi	1	43	502	434	  660.90
KurGi	1	43	502	431	  667.77
KurGi	1	43	502	428	  680.78
KurGi	1	43	503	426	  685.17
KurGi	1	43	504	425	  691.79
KurGi	1	43	504	423	  700.57
KurGi	1	43	505	423	  709.40
KurGi	1	43	506	422	  716.09
KurGi	1	43	506	421	  725.06
KurGi	1	43	508	420	  731.60
KurGi	1	43	508	419	  749.08
KurGi	1	43	509	418	  756.06
KurGi	1	43	510	417	  764.89
KurGi	1	43	510	416	  771.48
KurGi	1	43	512	414	  780.18
KurGi	1	43	512	412	  787.55
KurGi	1	43	513	410	  796.35
KurGi	1	43	514	408	  805.12
KurGi	1	43	515	407	  811.72
KurGi	1	43	515	405	  820.84
KurGi	1	43	516	404	  827.48
KurGi	1	43	516	403	  836.24
KurGi	1	43	517	401	  844.99
KurGi	1	43	517	399	  860.69
KurGi	1	43	518	399	  869.49
KurGi	1	43	518	398	  876.05
KurGi	1	43	518	396	  891.61
KurGi	1	43	518	395	  900.23
KurGi	1	43	518	394	  908.94
KurGi	1	43	518	393	  915.53
KurGi	1	43	519	391	  933.06
KurGi	1	43	519	390	  940.13
KurGi	1	43	519	389	  948.96
KurGi	1	43	519	388	  955.53
KurGi	1	43	519	387	  964.34
KurGi	1	43	519	386	  971.33
KurGi	1	43	519	384	  995.57
KurGi	1	43	519	383	 1011.45
KurGi	1	43	519	382	 1028.91
KurGi	1	43	519	381	 1035.40
KurGi	1	43	519	380	 1053.05
