ID	trialnr	pic_nr	timeover	RT_total	RT_planung	control_planning_x	control_planning_y	RT_movement	posx	posy
RabSc	37	48	0	 1466.40	  242.27	517	568	 1224.13	509	367
RabSc	38	37	1	 1475.18	   20.41	497	569	 1454.77	0	0
RabSc	39	31	0	 1428.54	   37.44	509	570	 1391.10	515	361
RabSc	40	2	0	 1298.73	  202.03	517	562	 1096.70	512	354
RabSc	41	3	0	 1037.85	  220.63	515	570	  817.22	507	355
RabSc	42	7	1	 1475.59	  252.14	511	562	 1223.45	0	0
RabSc	43	45	0	 1447.77	  271.28	512	569	 1176.48	511	357
RabSc	44	5	0	 1155.97	  227.48	519	564	  928.49	514	351
RabSc	45	39	0	 1084.43	  252.51	512	568	  831.91	520	363
RabSc	46	4	1	 1475.31	  216.94	507	570	 1258.37	0	0
RabSc	47	47	1	 1475.23	    0.84	531	554	 1474.39	0	0
RabSc	48	30	0	  904.94	  244.01	512	567	  660.93	519	348
RabSc	49	42	0	 1061.01	  220.81	512	562	  840.20	515	358
RabSc	50	22	0	 1137.87	  227.12	515	564	  910.75	516	355
RabSc	51	17	0	 1220.44	  252.61	510	567	  967.83	525	362
RabSc	52	12	0	 1154.80	  298.06	500	569	  856.74	514	358
RabSc	53	35	0	 1404.40	  188.18	511	564	 1216.22	518	358
RabSc	54	13	0	 1307.43	  235.51	513	567	 1071.92	518	363
RabSc	55	33	0	 1381.61	  237.77	512	561	 1143.84	519	354
RabSc	56	14	1	 1475.17	  229.58	518	570	 1245.58	0	0
RabSc	57	36	1	 1475.21	   37.36	510	569	 1437.85	0	0
RabSc	58	22	0	 1012.49	  253.18	514	567	  759.31	519	357
RabSc	59	35	0	 1422.02	  245.89	512	570	 1176.12	522	357
RabSc	60	41	0	 1194.43	  276.08	517	567	  918.36	507	350
RabSc	61	23	0	 1186.94	  187.55	498	568	  999.39	523	358
RabSc	62	9	0	 1242.87	  275.08	516	567	  967.79	521	351
RabSc	63	14	0	 1349.52	   41.02	504	568	 1308.51	531	359
RabSc	64	38	0	 1248.72	  240.08	511	563	 1008.64	516	356
RabSc	65	48	1	 1475.58	  229.89	513	563	 1245.69	0	0
RabSc	66	8	0	 1438.33	   13.75	509	567	 1424.58	518	358
RabSc	67	8	0	 1375.32	   22.39	508	566	 1352.93	518	356
RabSc	68	11	1	 1475.28	  294.85	540	565	 1180.43	0	0
RabSc	69	20	0	 1231.28	  190.41	511	569	 1040.87	516	352
RabSc	70	29	0	 1316.46	  244.32	514	567	 1072.15	518	360
RabSc	71	13	0	 1333.61	  238.00	508	570	 1095.61	524	356
RabSc	72	1	1	 1475.38	  238.19	511	567	 1237.19	0	0
RabSc	73	31	0	  885.98	  183.36	503	565	  702.62	511	357
RabSc	74	6	0	 1122.26	  210.69	506	568	  911.58	512	353
RabSc	75	45	0	 1088.95	  233.52	513	566	  855.43	513	358
RabSc	76	17	0	 1222.35	  294.02	533	560	  928.33	515	356
RabSc	77	21	0	 1467.08	  332.05	528	564	 1135.03	518	355
RabSc	78	12	0	 1351.08	  240.32	513	564	 1110.76	524	354
RabSc	79	41	1	 1475.34	  440.50	566	570	 1034.84	0	0
RabSc	80	44	0	 1329.25	  233.59	530	564	 1095.66	510	353
RabSc	81	25	0	 1300.27	  259.44	509	570	 1040.84	521	356
RabSc	82	21	0	 1342.94	  214.52	515	570	 1128.42	522	358
RabSc	83	15	1	 1475.44	  239.48	523	563	 1235.95	0	0
RabSc	84	46	0	 1199.27	  239.68	531	562	  959.59	504	354
RabSc	85	29	0	 1447.48	  271.02	515	566	 1176.46	511	359
RabSc	86	24	0	 1140.13	  219.60	538	566	  920.53	518	356
RabSc	87	7	0	 1270.95	  189.37	520	567	 1081.58	523	354
RabSc	88	32	0	 1073.63	  273.33	531	566	  800.29	519	354
RabSc	89	38	0	 1115.80	    0.83	518	570	 1114.97	522	358
RabSc	90	43	0	 1448.66	  192.50	530	567	 1256.17	523	351
RabSc	91	28	0	 1317.14	  188.53	515	569	 1128.60	513	354
RabSc	92	30	0	 1422.52	  279.36	516	565	 1143.17	515	355
RabSc	93	34	0	 1117.43	  252.19	508	563	  865.25	517	358
RabSc	94	27	0	 1294.00	  334.20	509	565	  959.80	519	356
RabSc	95	46	0	 1306.40	   11.63	506	567	 1294.77	509	352
RabSc	96	42	0	 1078.49	  198.43	512	569	  880.06	513	350
