ID	trialnr	pic_nr	timeover	RT_total	RT_planung	control_planning_x	control_planning_y	RT_movement	posx	posy
KarBe	1	20	0	  771.82	   51.60	520	565	  720.22	494	366
KarBe	2	47	0	  837.28	  124.80	512	570	  712.48	494	343
KarBe	3	5	0	 1046.67	  269.99	512	568	  776.68	503	355
KarBe	4	37	0	 1059.87	  100.73	509	569	  959.14	505	355
KarBe	5	45	0	 1156.83	   68.77	512	570	 1088.06	499	362
KarBe	6	3	0	 1309.80	  325.76	514	570	  984.04	503	353
KarBe	7	7	0	  797.84	  206.10	505	569	  591.74	502	361
KarBe	8	16	0	  805.36	  380.09	514	565	  425.27	512	354
KarBe	9	42	0	 1426.19	  290.41	510	567	 1135.78	505	351
KarBe	10	44	0	 1232.06	   31.55	513	569	 1200.51	503	355
KarBe	11	38	0	 1210.19	  275.19	508	568	  935.00	513	356
KarBe	12	48	0	 1376.20	  193.45	542	566	 1182.75	504	361
KarBe	13	7	0	 1264.96	   87.92	509	569	 1177.04	509	366
KarBe	14	2	1	 1475.49	  212.36	511	569	 1263.13	0	0
KarBe	15	17	0	  899.82	  269.51	514	567	  630.30	501	359
KarBe	16	25	0	 1111.61	   56.00	513	569	 1055.61	505	362
KarBe	17	48	0	  980.72	  250.74	510	569	  729.98	502	350
KarBe	18	8	1	 1475.09	  275.44	510	567	 1199.65	0	0
KarBe	19	16	0	  900.45	  221.25	503	569	  679.20	511	353
KarBe	20	32	0	 1151.39	  270.90	512	568	  880.49	508	373
KarBe	21	41	0	  937.39	  217.49	512	569	  719.90	503	365
KarBe	22	36	0	 1114.98	   11.13	513	568	 1103.85	507	359
KarBe	23	5	0	 1052.79	  276.13	513	558	  776.66	503	367
KarBe	24	17	0	 1090.74	  241.96	512	570	  848.78	499	359
KarBe	25	44	0	 1120.30	  280.50	511	567	  839.80	503	373
KarBe	26	47	0	 1073.71	   73.32	509	570	 1000.39	501	354
KarBe	27	23	0	 1021.69	  245.95	516	566	  775.73	505	350
KarBe	28	28	0	 1054.29	  252.72	515	569	  801.57	502	352
KarBe	29	22	0	  947.27	  203.14	512	568	  744.12	507	361
KarBe	30	33	0	  882.65	  250.25	510	568	  632.40	509	363
