ID	trialnr	pic_nr	timeover	RT_total	RT_planung	control_planning_x	control_planning_y	RT_movement	posx	posy
FRABu	1	2	0	 1026.15	  290.89	503	570	  735.26	514	364
FRABu	2	35	0	  976.11	  240.79	512	567	  735.31	525	360
FRABu	3	2	0	 1072.97	  392.93	511	566	  680.04	513	357
FRABu	4	34	0	 1036.85	  428.74	490	566	  608.10	530	357
FRABu	5	27	0	  913.55	  194.26	514	566	  719.28	519	354
FRABu	6	17	0	 1188.91	  172.99	507	563	 1015.93	523	360
FRABu	7	42	0	  812.75	   94.15	510	565	  718.61	513	358
FRABu	8	38	0	  893.66	  101.85	508	568	  791.81	520	352
FRABu	9	6	0	  648.99	   64.42	513	570	  584.56	512	360
FRABu	10	12	0	  847.02	   15.51	514	570	  831.51	521	363
FRABu	11	46	1	 1475.17	   15.51	514	570	 1459.66	0	0
FRABu	12	40	0	  900.55	  306.46	513	563	  594.09	523	356
FRABu	13	33	0	  750.54	  175.52	510	568	  575.02	518	360
FRABu	14	21	0	 1025.65	   32.93	514	570	  992.72	513	356
FRABu	15	17	0	  951.15	  167.05	513	566	  784.10	521	363
FRABu	16	46	0	  776.06	  232.63	510	566	  543.43	519	356
FRABu	17	13	0	  681.28	   64.58	512	569	  616.70	520	366
FRABu	18	4	0	  796.26	  212.95	511	562	  583.31	515	362
FRABu	19	13	0	 1022.25	  204.72	510	567	  817.53	521	357
FRABu	20	48	0	  987.03	  219.36	518	554	  767.68	513	358
FRABu	21	10	0	  906.51	  249.90	509	564	  656.61	517	361
FRABu	22	39	0	  902.01	  212.45	515	570	  689.56	516	362
FRABu	23	19	0	  760.05	  240.88	515	562	  519.17	513	371
FRABu	24	18	0	  778.52	  203.17	512	564	  575.36	521	358
FRABu	25	14	0	 1131.27	  234.05	512	565	  897.22	519	363
FRABu	26	24	0	 1019.58	  283.94	574	565	  735.64	514	360
FRABu	27	42	0	  857.29	  194.02	509	560	  663.27	511	359
FRABu	28	31	0	  824.14	  263.97	515	559	  560.17	515	358
FRABu	29	37	0	  901.78	  222.26	514	568	  679.53	520	361
FRABu	30	34	0	  794.55	  258.57	512	570	  535.97	506	363
FRABu	31	47	0	  793.18	  185.71	515	566	  607.46	519	358
FRABu	32	30	0	  801.75	  242.97	513	557	  558.78	514	358
FRABu	33	10	0	  825.45	  306.65	516	563	  518.81	524	359
FRABu	34	47	0	  792.97	  264.22	515	561	  528.75	523	360
FRABu	35	29	0	  784.80	  322.02	515	559	  462.78	510	361
FRABu	36	45	0	  820.81	  260.66	515	559	  560.15	514	360
FRABu	37	15	0	  868.78	  236.35	513	557	  632.43	521	357
FRABu	38	7	0	 1097.72	  225.84	520	568	  871.87	519	354
FRABu	39	7	0	  871.82	  224.99	513	558	  646.83	513	361
FRABu	40	25	0	  844.64	  212.68	510	560	  631.96	519	361
FRABu	41	3	1	 1475.25	  212.68	510	560	 1262.57	0	0
FRABu	42	11	0	 1043.19	  204.14	511	567	  839.05	524	351
FRABu	43	32	0	  801.75	  233.31	516	564	  568.44	518	355
FRABu	44	4	0	  744.43	  200.19	510	565	  544.24	508	359
FRABu	45	14	0	  771.87	  235.53	514	570	  536.34	524	362
FRABu	46	3	0	  973.53	  252.65	518	559	  720.89	515	361
FRABu	47	5	0	  836.69	  348.30	517	562	  488.39	513	355
FRABu	48	45	0	  862.22	  214.74	516	566	  647.47	522	356
FRABu	49	15	0	  756.74	  180.24	520	563	  576.50	523	360
FRABu	50	43	0	  838.24	  245.94	513	569	  592.30	517	353
FRABu	51	8	0	  994.60	  426.26	512	570	  568.35	509	361
FRABu	52	30	0	  841.61	  377.87	510	565	  463.74	516	353
FRABu	53	5	0	  688.59	  209.02	515	565	  479.57	512	368
FRABu	54	40	0	  771.89	  269.25	514	567	  502.64	522	367
FRABu	55	1	0	  805.57	  156.85	514	567	  648.73	515	370
FRABu	56	33	0	 1045.23	  286.89	514	561	  758.34	513	355
FRABu	57	29	0	  986.78	  186.37	515	566	  800.41	519	361
FRABu	58	24	0	  777.70	  273.67	508	557	  504.04	518	367
FRABu	59	43	0	  804.07	  250.54	518	562	  553.53	522	352
FRABu	60	12	0	  843.65	  267.86	513	565	  575.79	512	362
FRABu	61	48	0	  834.65	  233.80	502	563	  600.85	515	356
FRABu	62	36	0	  744.05	  256.89	513	568	  487.16	517	357
FRABu	63	23	0	  769.95	  258.66	513	569	  511.29	519	359
FRABu	64	11	0	  667.82	  236.15	512	563	  431.66	509	372
FRABu	65	35	0	  712.62	  240.86	516	570	  471.77	523	365
FRABu	66	32	0	  794.88	  219.32	512	570	  575.56	513	360
FRABu	67	9	0	  796.25	  235.63	516	557	  560.62	517	358
FRABu	68	44	0	 1061.72	  212.43	517	566	  849.29	509	363
FRABu	69	21	0	  906.33	  226.10	513	563	  680.23	515	350
FRABu	70	23	0	  861.15	  116.85	507	569	  744.30	519	361
FRABu	71	37	0	  924.90	  252.34	514	566	  672.55	516	357
FRABu	72	1	0	  782.76	  229.77	511	566	  552.99	515	366
FRABu	73	16	0	  790.57	  254.76	513	570	  535.81	519	356
FRABu	74	22	0	  670.37	  216.21	514	562	  454.16	514	347
FRABu	75	19	1	 1475.15	  216.21	514	562	 1258.94	0	0
FRABu	76	16	0	  772.33	  212.47	513	566	  559.86	519	352
FRABu	77	25	0	  773.74	  269.47	514	570	  504.28	517	356
FRABu	78	31	0	  773.45	  190.03	516	569	  583.42	527	365
FRABu	79	28	0	  776.14	  215.69	511	565	  560.45	514	362
FRABu	80	6	0	  760.40	  225.48	513	569	  534.92	515	360
FRABu	81	27	0	 1002.16	  265.50	514	564	  736.66	524	364
FRABu	82	20	0	  810.04	  248.77	514	552	  561.27	519	361
FRABu	83	41	0	  936.58	  271.10	515	565	  665.48	514	362
FRABu	84	44	0	  786.02	  257.24	514	570	  528.77	511	360
FRABu	85	41	0	  778.77	  242.68	515	562	  536.09	512	354
FRABu	86	18	0	  843.39	  267.84	514	564	  575.55	522	357
FRABu	87	38	0	  745.73	  240.92	515	565	  504.81	519	358
FRABu	88	26	0	  851.38	  307.18	514	565	  544.19	512	359
FRABu	89	36	0	  815.58	  240.04	512	560	  575.54	520	373
FRABu	90	22	0	 1110.33	  319.68	512	566	  790.64	526	365
FRABu	91	8	0	 1177.59	  344.98	514	563	  832.61	514	357
FRABu	92	28	0	  841.17	  305.11	515	559	  536.06	525	355
FRABu	93	20	0	  759.34	  223.28	512	569	  536.06	512	359
FRABu	94	26	0	  977.14	  256.56	511	568	  720.58	516	357
FRABu	95	9	0	  824.30	  247.97	512	569	  576.33	518	360
FRABu	96	39	0	 1037.35	  398.27	517	565	  639.08	516	361
