ID	trialnr	pic_nr	timeover	RT_total	RT_planung	control_planning_x	control_planning_y	RT_movement	posx	posy
JulEn	60	45	0	 1173.19	  300.46	510	567	  872.73	505	356
JulEn	61	27	0	 1109.63	    7.07	512	570	 1102.56	518	353
JulEn	62	10	0	 1259.28	  289.75	507	567	  969.53	503	357
JulEn	63	45	0	 1348.44	  219.10	512	568	 1129.33	516	361
JulEn	64	36	1	 1475.43	  269.17	502	569	 1206.26	0	0
JulEn	65	7	0	 1109.85	  365.64	503	567	  744.21	503	355
JulEn	66	17	0	 1049.96	  234.29	514	565	  815.67	500	355
JulEn	67	3	0	 1144.71	  264.81	514	567	  879.90	507	360
JulEn	68	41	0	 1018.41	  339.31	513	566	  679.10	499	362
JulEn	69	15	0	 1273.32	  313.00	513	565	  960.32	518	366
JulEn	70	9	0	 1094.36	  270.02	513	569	  824.34	513	346
JulEn	71	24	0	  978.57	  323.75	511	567	  654.82	506	362
JulEn	72	33	0	 1203.62	  323.69	513	569	  879.93	514	351
JulEn	73	18	0	 1107.32	  259.27	512	565	  848.05	513	360
JulEn	74	26	0	 1254.38	  398.95	509	569	  855.43	507	363
JulEn	75	28	0	 1100.83	  252.21	512	570	  848.63	504	348
JulEn	76	37	0	 1264.01	  305.40	512	568	  958.61	511	351
JulEn	77	6	0	 1029.45	  278.35	510	567	  751.10	503	350
JulEn	78	5	0	 1198.10	  285.95	511	567	  912.14	505	355
JulEn	79	29	0	 1196.59	  276.37	509	565	  920.22	512	360
JulEn	80	13	0	 1013.93	  228.44	509	567	  785.48	515	356
JulEn	81	22	0	 1317.85	  501.37	508	563	  816.48	514	364
JulEn	82	36	0	 1168.07	  303.21	512	564	  864.86	509	360
JulEn	83	34	0	 1401.49	  313.15	511	566	 1088.34	506	354
JulEn	84	6	0	 1400.02	  303.08	513	567	 1096.94	503	356
JulEn	85	5	0	 1302.82	  286.22	513	569	 1016.60	501	360
JulEn	86	31	1	 1475.77	  368.24	513	568	 1107.54	0	0
JulEn	87	21	0	 1064.93	  240.52	513	567	  824.42	506	360
JulEn	88	4	0	 1238.92	  334.10	514	570	  904.82	499	363
JulEn	89	35	0	  876.04	  275.74	513	569	  600.30	510	348
JulEn	90	24	0	 1384.97	  290.10	509	570	 1094.87	510	362
JulEn	91	23	0	 1096.82	  280.24	510	570	  816.58	495	359
JulEn	92	8	0	 1132.71	  260.72	512	569	  871.99	502	361
JulEn	93	48	0	 1135.06	  256.45	512	567	  878.61	505	363
JulEn	94	3	0	 1266.21	  298.37	509	567	  967.84	504	358
JulEn	95	39	0	 1230.49	  351.11	512	569	  879.38	511	351
JulEn	96	34	0	 1029.37	  246.47	512	570	  782.90	510	359
