ID	trialnr	pic_nr	timeover	RT_total	RT_planung	control_planning_x	control_planning_y	RT_movement	posx	posy
SoeHa	1	30	0	  993.56	  353.16	514	570	  640.40	500	370
SoeHa	2	37	0	  921.32	  225.24	512	569	  696.08	499	365
SoeHa	3	8	0	 1052.93	  309.15	509	569	  743.78	504	369
SoeHa	4	26	0	  866.97	  265.95	512	570	  601.02	508	358
SoeHa	5	25	0	 1287.17	  312.03	513	570	  975.14	500	352
SoeHa	6	5	0	 1187.39	  315.01	509	570	  872.38	500	361
SoeHa	7	36	0	 1179.22	  290.24	511	570	  888.98	496	361
SoeHa	8	42	0	 1307.52	  330.82	510	570	  976.70	499	364
SoeHa	9	18	0	  990.01	  285.54	509	568	  704.47	506	362
SoeHa	10	41	0	 1077.24	  300.89	513	570	  776.35	498	361
SoeHa	11	17	0	 1131.12	  298.91	517	569	  832.22	498	367
SoeHa	12	45	0	 1263.88	  448.28	511	569	  815.60	504	362
SoeHa	13	16	0	 1292.32	  316.78	514	570	  975.54	501	365
SoeHa	14	7	0	 1255.39	  383.99	510	570	  871.40	506	368
SoeHa	15	46	0	 1205.11	  277.15	510	568	  927.96	501	359
SoeHa	16	14	0	 1244.30	  308.77	511	568	  935.53	501	369
SoeHa	17	48	0	 1217.43	  345.54	510	570	  871.89	506	368
SoeHa	18	5	0	 1128.34	  311.34	516	569	  817.00	503	368
SoeHa	19	41	1	 1475.19	  283.62	510	570	 1191.57	0	0
SoeHa	20	25	0	  826.06	  243.64	513	568	  582.42	501	363
SoeHa	21	11	0	  842.78	  241.83	513	569	  600.95	505	368
SoeHa	22	27	0	  888.95	  290.09	512	568	  598.86	505	362
SoeHa	23	10	0	  989.31	  244.10	509	565	  745.21	511	362
SoeHa	24	47	0	  973.92	  253.11	513	564	  720.81	505	362
SoeHa	25	3	0	  869.87	  213.28	514	569	  656.58	505	363
SoeHa	26	38	0	 1044.30	  227.51	509	570	  816.79	505	368
SoeHa	27	23	0	 1041.22	  161.27	510	570	  879.96	511	362
SoeHa	28	8	0	 1064.60	  296.11	512	569	  768.49	507	361
SoeHa	29	48	0	  949.00	  229.02	511	568	  719.98	504	366
SoeHa	30	9	0	 1036.52	  229.79	508	570	  806.73	507	361
