ID	trialnr	pic_nr	timeover	RT_total	RT_planung	control_planning_x	control_planning_y	RT_movement	posx	posy
ChrNe	1	17	0	  829.13	  213.85	509	570	  615.28	504	362
ChrNe	2	40	0	  978.17	  290.22	511	564	  687.95	524	344
ChrNe	3	15	0	 1018.18	  252.29	515	565	  765.90	522	348
ChrNe	4	22	0	  992.90	  209.19	511	562	  783.71	515	361
ChrNe	5	34	0	  906.53	  250.25	507	564	  656.28	539	352
ChrNe	6	5	0	 1276.53	  228.76	509	568	 1047.77	512	360
ChrNe	7	6	1	 1475.12	  319.10	509	568	 1156.02	0	0
ChrNe	8	45	0	  628.16	  235.53	505	560	  392.63	519	358
ChrNe	9	41	0	 1027.69	  259.46	518	562	  768.23	513	347
ChrNe	10	37	0	  920.75	  255.43	510	570	  665.32	523	354
ChrNe	11	13	0	  633.47	  250.13	518	562	  383.34	528	361
ChrNe	12	19	0	 1055.51	  326.21	518	567	  729.30	521	362
ChrNe	13	9	0	  978.94	  275.19	514	569	  703.75	522	355
ChrNe	14	12	0	 1010.18	  233.39	508	570	  776.79	515	346
ChrNe	15	22	0	  921.17	  232.31	512	569	  688.87	512	361
ChrNe	16	43	0	 1025.48	  273.97	514	563	  751.51	513	354
ChrNe	17	2	0	  870.90	  238.81	515	560	  632.09	517	362
ChrNe	18	8	0	  957.68	    0.90	509	567	  956.78	515	366
ChrNe	19	33	0	  797.21	  245.74	507	564	  551.47	520	347
ChrNe	20	9	0	 1013.30	  243.70	512	564	  769.60	518	345
ChrNe	21	35	0	 1088.71	  238.73	519	569	  849.99	523	352
ChrNe	22	7	0	  876.91	  236.62	512	566	  640.29	506	358
ChrNe	23	41	0	  954.29	  256.44	517	563	  697.85	518	358
ChrNe	24	10	0	 1143.89	  256.87	519	567	  887.02	526	353
ChrNe	25	39	0	  791.64	  222.70	511	564	  568.94	514	351
ChrNe	26	47	0	  998.92	  229.45	510	564	  769.47	516	364
ChrNe	27	27	0	 1099.59	  237.61	514	563	  861.98	519	347
ChrNe	28	24	0	  940.36	  236.17	512	566	  704.19	508	361
ChrNe	29	30	0	  876.65	  261.57	514	564	  615.08	519	364
ChrNe	30	28	0	  951.86	  265.30	516	569	  686.56	510	353
ChrNe	31	25	0	  864.54	  256.46	514	569	  608.09	509	369
ChrNe	32	45	0	  929.87	  250.94	517	567	  678.93	517	347
ChrNe	33	24	0	  860.57	  252.59	519	563	  607.98	517	356
ChrNe	34	32	0	  896.19	  206.59	520	567	  689.60	516	358
ChrNe	35	23	0	  929.95	  217.03	516	563	  712.91	508	347
ChrNe	36	3	0	  920.83	  232.98	514	566	  687.85	514	367
ChrNe	37	16	0	  867.98	  241.52	511	566	  626.46	526	366
ChrNe	38	20	0	  791.04	  191.41	514	570	  599.63	515	366
ChrNe	39	40	0	 1013.83	  254.84	515	565	  758.99	518	346
ChrNe	40	16	0	  948.51	  237.35	513	567	  711.16	523	360
ChrNe	41	26	0	  845.84	  223.57	513	568	  622.27	523	352
ChrNe	42	14	0	 1132.73	  236.45	517	567	  896.28	527	356
ChrNe	43	12	0	 1206.18	  262.75	514	570	  943.43	519	359
ChrNe	44	1	0	  845.26	  252.19	515	563	  593.07	509	349
ChrNe	45	10	0	 1004.21	  219.62	512	565	  784.59	525	353
ChrNe	46	23	0	  999.73	   79.63	509	570	  920.10	516	363
ChrNe	47	21	0	 1085.63	  246.58	509	567	  839.05	511	351
ChrNe	48	20	0	  842.69	  242.88	515	560	  599.81	520	350
ChrNe	49	48	0	 1158.31	  175.52	515	570	  982.79	508	355
ChrNe	50	44	0	  963.16	  236.26	514	562	  726.91	516	348
ChrNe	51	38	0	  907.71	  269.19	510	570	  638.52	514	359
ChrNe	52	11	0	 1104.30	  327.78	510	563	  776.52	516	348
ChrNe	53	38	0	 1010.56	  235.64	509	568	  774.92	518	362
ChrNe	54	46	0	 1081.43	  248.43	510	566	  833.00	513	360
ChrNe	55	4	0	  941.69	  244.76	513	565	  696.93	521	360
ChrNe	56	27	0	  918.67	  254.49	512	568	  664.18	522	347
ChrNe	57	21	0	  825.73	  250.02	516	567	  575.71	519	359
ChrNe	58	5	0	 1033.88	    0.89	516	556	 1032.98	517	346
ChrNe	59	42	0	  974.80	  246.04	516	566	  728.76	516	369
ChrNe	60	3	0	 1006.73	  262.93	512	564	  743.80	512	349
ChrNe	61	44	0	  901.26	  246.32	507	560	  654.94	520	343
ChrNe	62	35	0	  945.46	  257.05	510	564	  688.42	517	362
ChrNe	63	11	0	 1097.96	  354.37	514	569	  743.59	513	351
ChrNe	64	33	0	  853.32	  293.84	516	568	  559.47	526	346
ChrNe	65	29	0	  868.40	  283.18	507	568	  585.22	511	350
ChrNe	66	15	0	  857.57	  256.18	519	569	  601.39	523	371
ChrNe	67	42	0	  750.51	  254.48	513	569	  496.02	525	357
ChrNe	68	18	0	  849.26	  175.32	511	568	  673.94	516	351
ChrNe	69	37	0	 1037.84	  260.94	508	563	  776.90	523	351
ChrNe	70	8	0	 1129.79	  305.25	511	570	  824.54	516	359
ChrNe	71	46	0	 1061.69	  299.98	512	561	  761.71	518	347
ChrNe	72	29	0	 1017.89	  248.72	513	563	  769.16	517	364
ChrNe	73	43	0	  712.05	  231.85	513	567	  480.21	513	348
ChrNe	74	7	0	  907.07	  251.15	510	570	  655.92	511	363
ChrNe	75	14	1	 1475.62	  294.10	512	569	 1181.52	0	0
ChrNe	76	26	0	  751.25	  254.28	513	563	  496.98	504	371
ChrNe	77	36	0	 1095.79	  264.52	512	563	  831.27	521	355
ChrNe	78	19	0	 1034.98	  258.70	513	567	  776.29	509	358
ChrNe	79	4	0	  911.74	  257.08	516	570	  654.66	515	352
ChrNe	80	31	0	  818.52	  227.92	513	570	  590.60	523	356
ChrNe	81	30	0	 1073.65	   18.05	512	569	 1055.61	515	357
ChrNe	82	48	0	  998.02	  310.83	512	568	  687.19	510	354
ChrNe	83	34	0	 1455.22	  273.35	511	567	 1181.88	525	348
ChrNe	84	31	1	 1475.30	  290.10	509	564	 1185.20	0	0
ChrNe	85	17	0	 1074.25	  281.66	512	568	  792.59	530	350
ChrNe	86	2	0	  829.68	  294.55	513	567	  535.13	514	355
ChrNe	87	28	0	  884.30	  213.14	507	566	  671.17	519	354
ChrNe	88	18	0	  928.59	  264.78	512	566	  663.81	519	353
ChrNe	89	25	0	  916.16	   59.74	518	570	  856.43	520	362
ChrNe	90	1	0	  774.42	  230.19	514	564	  544.23	503	358
ChrNe	91	13	0	 1054.24	  254.42	515	564	  799.82	526	358
ChrNe	92	6	0	  987.07	  260.53	508	568	  726.54	522	355
ChrNe	93	39	0	  915.43	  275.32	512	563	  640.10	518	360
ChrNe	94	47	0	  846.99	  286.22	510	563	  560.77	510	353
ChrNe	95	36	0	  900.26	  204.08	516	569	  696.18	522	373
ChrNe	96	32	0	 1007.23	  271.67	514	566	  735.56	520	357
