ID	trialnr	pic_nr	timeover	RT_total	RT_planung	control_planning_x	control_planning_y	RT_movement	posx	posy
LisDe	1	48	0	  826.07	  283.68	515	569	  542.39	514	366
LisDe	2	38	0	 1370.51	  584.83	514	570	  785.69	522	362
LisDe	3	34	1	 1476.21	  801.64	509	570	  674.57	0	0
LisDe	4	33	0	  818.29	  275.10	516	570	  543.19	533	342
LisDe	5	35	0	  672.54	  268.51	507	557	  404.02	529	366
LisDe	6	13	0	  900.72	  382.10	511	568	  518.61	503	368
LisDe	7	39	0	 1130.50	  377.35	510	566	  753.15	511	329
LisDe	8	42	0	  972.61	  309.06	513	565	  663.55	506	381
LisDe	9	3	0	 1053.34	  549.24	517	565	  504.10	506	346
LisDe	10	9	0	  947.88	  340.48	513	566	  607.40	521	353
LisDe	11	5	0	 1270.48	  502.06	512	567	  768.42	514	367
LisDe	12	31	0	 1451.27	  628.41	511	564	  822.87	507	376
LisDe	13	43	0	 1071.96	  409.20	512	568	  662.76	511	365
LisDe	14	12	1	 1475.14	  766.37	513	567	  708.77	0	0
LisDe	15	20	0	  862.17	  262.17	511	566	  600.00	518	363
LisDe	16	7	0	 1323.85	  492.41	510	569	  831.44	520	366
LisDe	17	40	0	 1157.62	  278.11	508	568	  879.51	512	374
LisDe	18	4	0	  878.89	  280.12	514	565	  598.76	511	368
LisDe	19	44	0	 1060.29	  357.45	512	562	  702.84	511	371
LisDe	20	10	0	 1114.74	  360.94	512	569	  753.81	517	375
LisDe	21	44	0	 1134.07	  365.54	507	565	  768.53	511	383
LisDe	22	43	0	 1024.52	  262.91	515	563	  761.61	512	359
LisDe	23	24	0	  918.14	  271.02	506	564	  647.12	512	361
LisDe	24	46	0	 1137.77	  289.93	512	568	  847.84	514	372
LisDe	25	6	0	 1003.42	  316.97	510	566	  686.45	508	373
LisDe	26	35	1	 1475.49	  299.83	508	567	 1175.65	0	0
LisDe	27	33	0	 1092.17	  252.40	506	568	  839.77	520	371
LisDe	28	27	0	  992.39	  290.04	513	568	  702.35	498	371
LisDe	29	37	0	 1050.19	  290.17	509	567	  760.01	527	362
LisDe	30	29	0	  985.13	  311.38	510	570	  673.75	496	355
LisDe	31	3	0	  961.90	  242.26	512	565	  719.64	521	361
LisDe	32	45	0	 1079.79	  463.11	496	565	  616.67	513	358
LisDe	33	48	0	  852.37	  197.59	510	569	  654.78	511	360
LisDe	34	37	0	 1034.31	  273.74	512	566	  760.57	518	363
LisDe	35	25	0	  945.92	  241.83	512	567	  704.09	515	368
LisDe	36	42	0	  948.62	  229.06	512	565	  719.56	512	372
LisDe	37	7	0	  967.87	  270.74	514	565	  697.13	508	357
LisDe	38	41	0	 1384.64	  721.44	508	570	  663.20	503	365
LisDe	39	5	0	 1169.57	  505.14	514	569	  664.43	520	361
LisDe	40	16	0	  953.62	  273.22	508	566	  680.40	512	372
LisDe	41	4	0	  811.41	  227.90	512	564	  583.52	521	371
LisDe	42	1	0	 1043.83	  235.28	511	570	  808.55	516	374
LisDe	43	2	0	  985.85	  250.07	510	566	  735.79	518	361
LisDe	44	18	0	 1274.20	  306.71	508	568	  967.49	519	374
LisDe	45	14	0	 1470.39	  390.00	510	569	 1080.39	514	359
LisDe	46	41	0	  930.39	  219.00	513	570	  711.39	515	353
LisDe	47	15	0	  949.85	  285.42	510	567	  664.42	518	371
LisDe	48	32	1	 1475.08	  752.19	512	566	  722.89	0	0
LisDe	49	45	0	 1022.30	  459.86	508	570	  562.44	512	363
LisDe	50	17	1	 1475.43	  739.50	512	562	  735.93	0	0
LisDe	51	9	0	 1116.06	  348.30	510	567	  767.76	521	386
